flightNumber,date,passengers,maxCapacity
WN789,2013-06-26,117,238
AS4567,2013-06-26,183,296
AA1234,2013-06-27,154,293
UA5678,2013-06-27,209,232
DL9012,2013-06-27,242,239
WN789,2013-06-27,104,256
AS4567,2013-06-27,202,212
AA1234,2013-06-28,193,291
UA5678,2013-06-28,181,213
DL9012,2013-06-28,227,204
WN789,2013-06-28,166,217
AS4567,2013-06-28,226,260
AA1234,2013-06-29,180,205
UA5678,2013-06-29,207,254
DL9012,2013-06-29,213,246
WN789,2013-06-29,203,225
AS4567,2013-06-29,181,237
AA1234,2013-06-30,170,291
UA5678,2013-06-30,193,282
DL9012,2013-06-30,174,261
WN789,2013-06-30,106,247
AS4567,2013-06-30,241,233
AA1234,2013-07-01,109,281
UA5678,2013-07-01,140,201
DL9012,2013-07-01,197,259
WN789,2013-07-01,235,287
AS4567,2013-07-01,225,218
AA1234,2013-07-02,161,207
UA5678,2013-07-02,153,250
DL9012,2013-07-02,125,283
WN789,2013-07-02,162,242
AS4567,2013-07-02,187,201
AA1234,2013-07-03,219,295
UA5678,2013-07-03,162,215
DL9012,2013-07-03,148,228
WN789,2013-07-03,236,218
AS4567,2013-07-03,201,297
AA1234,2013-07-04,241,294
UA5678,2013-07-04,125,200
DL9012,2013-07-04,132,213
WN789,2013-07-04,204,223
AS4567,2013-07-04,170,250
AA1234,2013-07-05,186,248
UA5678,2013-07-05,101,275
DL9012,2013-07-05,113,238
WN789,2013-07-05,212,280
AS4567,2013-07-05,231,237
AA1234,2013-07-06,182,218
UA5678,2013-07-06,144,243
DL9012,2013-07-06,189,231
WN789,2013-07-06,191,284
AS4567,2013-07-06,106,256
AA1234,2013-07-07,132,202
UA5678,2013-07-07,121,202
DL9012,2013-07-07,115,243
WN789,2013-07-07,103,264
AS4567,2013-07-07,174,254
AA1234,2013-07-08,105,295
UA5678,2013-07-08,105,210
DL9012,2013-07-08,238,242
WN789,2013-07-08,148,226
AS4567,2013-07-08,123,230
AA1234,2013-07-09,188,249
UA5678,2013-07-09,197,283
DL9012,2013-07-09,142,201
WN789,2013-07-09,102,293
AS4567,2013-07-09,139,289
AA1234,2013-07-10,250,271
UA5678,2013-07-10,159,240
DL9012,2013-07-10,144,270
WN789,2013-07-10,123,296
AS4567,2013-07-10,203,220
AA1234,2013-07-11,239,272
UA5678,2013-07-11,113,200
DL9012,2013-07-11,160,257
WN789,2013-07-11,136,260
AS4567,2013-07-11,220,282
AA1234,2013-07-12,170,265
UA5678,2013-07-12,127,287
DL9012,2013-07-12,213,264
WN789,2013-07-12,163,235
AS4567,2013-07-12,245,295
AA1234,2013-07-13,118,279
UA5678,2013-07-13,123,275
DL9012,2013-07-13,239,261
WN789,2013-07-13,110,272
AS4567,2013-07-13,229,209
AA1234,2013-07-14,244,280
UA5678,2013-07-14,141,272
DL9012,2013-07-14,103,276
WN789,2013-07-14,165,216
AS4567,2013-07-14,135,276
AA1234,2013-07-15,110,248
UA5678,2013-07-15,139,230
DL9012,2013-07-15,110,290
WN789,2013-07-15,161,283
AS4567,2013-07-15,115,208
AA1234,2013-07-16,106,296
UA5678,2013-07-16,169,207
DL9012,2013-07-16,153,293
WN789,2013-07-16,139,222
AS4567,2013-07-16,240,214
AA1234,2013-07-17,204,297
UA5678,2013-07-17,214,271
DL9012,2013-07-17,223,222
WN789,2013-07-17,207,226
AS4567,2013-07-17,249,256
AA1234,2013-07-18,239,210
UA5678,2013-07-18,230,223
DL9012,2013-07-18,215,263
WN789,2013-07-18,125,233
AS4567,2013-07-18,247,248
AA1234,2013-07-19,224,295
UA5678,2013-07-19,208,226
DL9012,2013-07-19,187,273
WN789,2013-07-19,177,205
AS4567,2013-07-19,201,264
AA1234,2013-07-20,190,201
UA5678,2013-07-20,228,227
DL9012,2013-07-20,163,277
WN789,2013-07-20,169,246
AS4567,2013-07-20,215,251
AA1234,2013-07-21,210,245
UA5678,2013-07-21,131,244
DL9012,2013-07-21,111,266
WN789,2013-07-21,190,224
AS4567,2013-07-21,149,232
AA1234,2013-07-22,173,261
UA5678,2013-07-22,231,290
DL9012,2013-07-22,165,265
WN789,2013-07-22,151,216
AS4567,2013-07-22,231,222
AA1234,2013-07-23,104,268
UA5678,2013-07-23,211,252
DL9012,2013-07-23,126,296
WN789,2013-07-23,193,278
AS4567,2013-07-23,179,268
AA1234,2013-07-24,135,242
UA5678,2013-07-24,156,225
DL9012,2013-07-24,238,261
WN789,2013-07-24,223,234
AS4567,2013-07-24,249,239
AA1234,2013-07-25,105,275
UA5678,2013-07-25,248,211
DL9012,2013-07-25,207,205
WN789,2013-07-25,245,280
AS4567,2013-07-25,101,279
AA1234,2013-07-26,193,265
UA5678,2013-07-26,200,270
DL9012,2013-07-26,172,203
WN789,2013-07-26,190,200
AS4567,2013-07-26,128,219
AA1234,2013-07-27,149,253
UA5678,2013-07-27,199,235
DL9012,2013-07-27,236,218
WN789,2013-07-27,167,270
AS4567,2013-07-27,113,228
AA1234,2013-07-28,226,285
UA5678,2013-07-28,162,277
DL9012,2013-07-28,157,239
WN789,2013-07-28,145,236
AS4567,2013-07-28,184,242
AA1234,2013-07-29,107,290
UA5678,2013-07-29,119,293
DL9012,2013-07-29,103,261
WN789,2013-07-29,192,235
AS4567,2013-07-29,136,209
AA1234,2013-07-30,197,233
UA5678,2013-07-30,207,241
DL9012,2013-07-30,248,229
WN789,2013-07-30,204,297
AS4567,2013-07-30,249,300
AA1234,2013-07-31,104,293
UA5678,2013-07-31,123,255
DL9012,2013-07-31,164,232
WN789,2013-07-31,102,217
AS4567,2013-07-31,142,272
AA1234,2013-08-01,160,297
UA5678,2013-08-01,228,201
DL9012,2013-08-01,121,286
WN789,2013-08-01,237,289
AS4567,2013-08-01,223,243
AA1234,2013-08-02,236,276
UA5678,2013-08-02,146,274
DL9012,2013-08-02,107,273
WN789,2013-08-02,125,295
AS4567,2013-08-02,223,297
AA1234,2013-08-03,211,296
UA5678,2013-08-03,120,260
DL9012,2013-08-03,154,249
WN789,2013-08-03,239,233
AS4567,2013-08-03,232,295
AA1234,2013-08-04,168,296
UA5678,2013-08-04,113,240
DL9012,2013-08-04,114,241
WN789,2013-08-04,163,285
AS4567,2013-08-04,119,277
AA1234,2013-08-05,151,293
UA5678,2013-08-05,131,221
DL9012,2013-08-05,188,218
WN789,2013-08-05,179,275
AS4567,2013-08-05,202,228
AA1234,2013-08-06,125,276
UA5678,2013-08-06,225,294
DL9012,2013-08-06,216,237
WN789,2013-08-06,171,231
AS4567,2013-08-06,113,217
AA1234,2013-08-07,201,236
UA5678,2013-08-07,113,239
DL9012,2013-08-07,213,272
WN789,2013-08-07,134,223
AS4567,2013-08-07,148,240
AA1234,2013-08-08,238,298
UA5678,2013-08-08,139,211
DL9012,2013-08-08,190,200
WN789,2013-08-08,114,217
AS4567,2013-08-08,210,215
AA1234,2013-08-09,170,274
UA5678,2013-08-09,134,295
DL9012,2013-08-09,133,285
WN789,2013-08-09,178,259
AS4567,2013-08-09,237,229
AA1234,2013-08-10,239,254
UA5678,2013-08-10,197,270
DL9012,2013-08-10,163,292
WN789,2013-08-10,175,206
AS4567,2013-08-10,187,256
AA1234,2013-08-11,119,253
UA5678,2013-08-11,184,294
DL9012,2013-08-11,243,242
WN789,2013-08-11,186,290
AS4567,2013-08-11,179,247
AA1234,2013-08-12,203,260
UA5678,2013-08-12,155,201
DL9012,2013-08-12,235,201
WN789,2013-08-12,204,207
AS4567,2013-08-12,243,284
AA1234,2013-08-13,159,287
UA5678,2013-08-13,227,254
DL9012,2013-08-13,206,237
WN789,2013-08-13,150,292
AS4567,2013-08-13,205,210
AA1234,2013-08-14,198,239
UA5678,2013-08-14,182,208
DL9012,2013-08-14,197,206
WN789,2013-08-14,127,246
AS4567,2013-08-14,164,230
AA1234,2013-08-15,107,218
UA5678,2013-08-15,121,232
DL9012,2013-08-15,244,251
WN789,2013-08-15,202,259
AS4567,2013-08-15,133,232
AA1234,2013-08-16,199,261
UA5678,2013-08-16,117,292
DL9012,2013-08-16,233,207
WN789,2013-08-16,101,264
AS4567,2013-08-16,212,248
AA1234,2013-08-17,149,211
UA5678,2013-08-17,201,294
DL9012,2013-08-17,131,250
WN789,2013-08-17,154,246
AS4567,2013-08-17,182,258
AA1234,2013-08-18,180,236
UA5678,2013-08-18,217,299
DL9012,2013-08-18,138,252
WN789,2013-08-18,168,224
AS4567,2013-08-18,238,289
AA1234,2013-08-19,198,223
UA5678,2013-08-19,123,213
DL9012,2013-08-19,103,215
WN789,2013-08-19,123,201
AS4567,2013-08-19,202,253
AA1234,2013-08-20,100,253
UA5678,2013-08-20,179,204
DL9012,2013-08-20,134,245
WN789,2013-08-20,124,247
AS4567,2013-08-20,122,202
AA1234,2013-08-21,196,258
UA5678,2013-08-21,156,271
DL9012,2013-08-21,179,242
WN789,2013-08-21,127,294
AS4567,2013-08-21,160,286
AA1234,2013-08-22,229,210
UA5678,2013-08-22,210,244
DL9012,2013-08-22,127,263
WN789,2013-08-22,221,294
AS4567,2013-08-22,143,247
AA1234,2013-08-23,125,242
UA5678,2013-08-23,100,281
DL9012,2013-08-23,139,226
WN789,2013-08-23,158,259
AS4567,2013-08-23,200,296
AA1234,2013-08-24,151,248
UA5678,2013-08-24,164,200
DL9012,2013-08-24,238,263
WN789,2013-08-24,121,282
AS4567,2013-08-24,241,274
AA1234,2013-08-25,142,275
UA5678,2013-08-25,220,267
DL9012,2013-08-25,249,259
WN789,2013-08-25,105,238
AS4567,2013-08-25,213,239
AA1234,2013-08-26,155,300
UA5678,2013-08-26,102,294
DL9012,2013-08-26,166,255
WN789,2013-08-26,135,232
AS4567,2013-08-26,110,255
AA1234,2013-08-27,104,279
UA5678,2013-08-27,241,283
DL9012,2013-08-27,195,276
WN789,2013-08-27,169,278
AS4567,2013-08-27,163,238
AA1234,2013-08-28,200,221
UA5678,2013-08-28,109,281
DL9012,2013-08-28,248,213
WN789,2013-08-28,215,287
AS4567,2013-08-28,239,232
AA1234,2013-08-29,185,290
UA5678,2013-08-29,247,251
DL9012,2013-08-29,178,288
WN789,2013-08-29,177,261
AS4567,2013-08-29,239,291
AA1234,2013-08-30,196,295
UA5678,2013-08-30,105,205
DL9012,2013-08-30,183,271
WN789,2013-08-30,130,234
AS4567,2013-08-30,141,257
AA1234,2013-08-31,131,268
UA5678,2013-08-31,136,271
DL9012,2013-08-31,202,282
WN789,2013-08-31,140,221
AS4567,2013-08-31,219,281
AA1234,2013-09-01,132,220
UA5678,2013-09-01,173,274
DL9012,2013-09-01,218,270
WN789,2013-09-01,218,245
AS4567,2013-09-01,210,297
AA1234,2013-09-02,164,216
UA5678,2013-09-02,239,224
DL9012,2013-09-02,203,206
WN789,2013-09-02,123,282
AS4567,2013-09-02,237,239
AA1234,2013-09-03,223,244
UA5678,2013-09-03,116,276
DL9012,2013-09-03,122,236
WN789,2013-09-03,204,291
AS4567,2013-09-03,212,261
AA1234,2013-09-04,140,260
UA5678,2013-09-04,221,230
DL9012,2013-09-04,156,274
WN789,2013-09-04,223,270
AS4567,2013-09-04,122,275
AA1234,2013-09-05,237,292
UA5678,2013-09-05,230,288
DL9012,2013-09-05,192,212
WN789,2013-09-05,142,260
AS4567,2013-09-05,170,278
AA1234,2013-09-06,137,279
UA5678,2013-09-06,194,242
DL9012,2013-09-06,136,204
WN789,2013-09-06,165,232
AS4567,2013-09-06,127,272
AA1234,2013-09-07,146,255
UA5678,2013-09-07,116,289
DL9012,2013-09-07,219,287
WN789,2013-09-07,118,279
AS4567,2013-09-07,183,258
AA1234,2013-09-08,168,281
UA5678,2013-09-08,146,283
DL9012,2013-09-08,234,287
WN789,2013-09-08,130,220
AS4567,2013-09-08,150,294
AA1234,2013-09-09,177,250
UA5678,2013-09-09,220,217
DL9012,2013-09-09,209,213
WN789,2013-09-09,130,204
AS4567,2013-09-09,205,250
AA1234,2013-09-10,209,283
UA5678,2013-09-10,197,300
DL9012,2013-09-10,231,264
WN789,2013-09-10,145,201
AS4567,2013-09-10,212,273
AA1234,2013-09-11,172,296
UA5678,2013-09-11,167,231
DL9012,2013-09-11,168,270
WN789,2013-09-11,221,233
AS4567,2013-09-11,214,225
AA1234,2013-09-12,193,278
UA5678,2013-09-12,178,297
DL9012,2013-09-12,223,262
WN789,2013-09-12,134,286
AS4567,2013-09-12,177,250
AA1234,2013-09-13,108,296
UA5678,2013-09-13,227,264
DL9012,2013-09-13,197,227
WN789,2013-09-13,187,216
AS4567,2013-09-13,156,259
AA1234,2013-09-14,106,212
UA5678,2013-09-14,232,213
DL9012,2013-09-14,236,202
WN789,2013-09-14,182,264
AS4567,2013-09-14,144,297
AA1234,2013-09-15,165,201
UA5678,2013-09-15,193,275
DL9012,2013-09-15,239,237
WN789,2013-09-15,196,248
AS4567,2013-09-15,164,220
AA1234,2013-09-16,161,239
UA5678,2013-09-16,222,298
DL9012,2013-09-16,205,215
WN789,2013-09-16,161,201
AS4567,2013-09-16,223,296
AA1234,2013-09-17,146,206
UA5678,2013-09-17,227,272
DL9012,2013-09-17,101,222
WN789,2013-09-17,192,244
AS4567,2013-09-17,236,216
AA1234,2013-09-18,201,200
UA5678,2013-09-18,122,267
DL9012,2013-09-18,142,266
WN789,2013-09-18,112,246
AS4567,2013-09-18,144,226
AA1234,2013-09-19,136,235
UA5678,2013-09-19,113,208
DL9012,2013-09-19,131,224
WN789,2013-09-19,158,225
AS4567,2013-09-19,136,233
AA1234,2013-09-20,215,209
UA5678,2013-09-20,216,297
DL9012,2013-09-20,110,259
WN789,2013-09-20,105,205
AS4567,2013-09-20,134,216
AA1234,2013-09-21,148,208
UA5678,2013-09-21,101,250
DL9012,2013-09-21,250,277
WN789,2013-09-21,126,257
AS4567,2013-09-21,142,225
AA1234,2013-09-22,183,268
UA5678,2013-09-22,185,224
DL9012,2013-09-22,109,264
WN789,2013-09-22,227,293
AS4567,2013-09-22,181,235
AA1234,2013-09-23,168,275
UA5678,2013-09-23,207,250
DL9012,2013-09-23,206,291
WN789,2013-09-23,195,201
AS4567,2013-09-23,224,205
AA1234,2013-09-24,173,213
UA5678,2013-09-24,104,235
DL9012,2013-09-24,187,270
WN789,2013-09-24,102,211
AS4567,2013-09-24,172,223
AA1234,2013-09-25,141,212
UA5678,2013-09-25,118,241
DL9012,2013-09-25,237,231
WN789,2013-09-25,157,270
AS4567,2013-09-25,215,229
AA1234,2013-09-26,103,207
UA5678,2013-09-26,108,269
DL9012,2013-09-26,222,220
WN789,2013-09-26,128,202
AS4567,2013-09-26,228,204
AA1234,2013-09-27,226,281
UA5678,2013-09-27,195,279
DL9012,2013-09-27,183,288
WN789,2013-09-27,167,266
AS4567,2013-09-27,234,203
AA1234,2013-09-28,139,214
UA5678,2013-09-28,130,283
DL9012,2013-09-28,190,256
WN789,2013-09-28,193,229
AS4567,2013-09-28,162,281
AA1234,2013-09-29,244,219
UA5678,2013-09-29,130,278
DL9012,2013-09-29,176,270
WN789,2013-09-29,177,243
AS4567,2013-09-29,126,214
AA1234,2013-09-30,166,286
UA5678,2013-09-30,237,254
DL9012,2013-09-30,166,264
WN789,2013-09-30,238,254
AS4567,2013-09-30,219,209
AA1234,2013-10-01,180,242
UA5678,2013-10-01,155,272
DL9012,2013-10-01,230,255
WN789,2013-10-01,230,270
AS4567,2013-10-01,149,234
AA1234,2013-10-02,103,208
UA5678,2013-10-02,225,278
DL9012,2013-10-02,168,273
WN789,2013-10-02,189,232
AS4567,2013-10-02,137,288
AA1234,2013-10-03,144,280
UA5678,2013-10-03,178,218
DL9012,2013-10-03,185,241
WN789,2013-10-03,102,210
AS4567,2013-10-03,147,283
AA1234,2013-10-04,140,212
UA5678,2013-10-04,139,288
DL9012,2013-10-04,206,267
WN789,2013-10-04,110,241
AS4567,2013-10-04,168,287
AA1234,2013-10-05,205,243
UA5678,2013-10-05,179,295
DL9012,2013-10-05,203,292
WN789,2013-10-05,197,260
AS4567,2013-10-05,160,245
AA1234,2013-10-06,149,274
UA5678,2013-10-06,232,253
DL9012,2013-10-06,157,255
WN789,2013-10-06,123,286
AS4567,2013-10-06,217,269
AA1234,2013-10-07,220,259
UA5678,2013-10-07,143,276
DL9012,2013-10-07,115,248
WN789,2013-10-07,149,297
AS4567,2013-10-07,246,239
AA1234,2013-10-08,171,241
UA5678,2013-10-08,215,240
DL9012,2013-10-08,213,267
WN789,2013-10-08,166,224
AS4567,2013-10-08,232,272
AA1234,2013-10-09,232,250
UA5678,2013-10-09,166,234
DL9012,2013-10-09,181,213
WN789,2013-10-09,138,288
AS4567,2013-10-09,227,247
AA1234,2013-10-10,179,207
UA5678,2013-10-10,213,221
DL9012,2013-10-10,170,222
WN789,2013-10-10,155,231
AS4567,2013-10-10,141,255
AA1234,2013-10-11,141,233
UA5678,2013-10-11,150,264
DL9012,2013-10-11,185,220
WN789,2013-10-11,122,250
AS4567,2013-10-11,140,213
AA1234,2013-10-12,229,275
UA5678,2013-10-12,190,241
DL9012,2013-10-12,127,239
WN789,2013-10-12,169,268
AS4567,2013-10-12,182,221
AA1234,2013-10-13,160,221
UA5678,2013-10-13,175,279
DL9012,2013-10-13,233,250
WN789,2013-10-13,196,249
AS4567,2013-10-13,227,216
AA1234,2013-10-14,130,260
UA5678,2013-10-14,122,256
DL9012,2013-10-14,132,234
WN789,2013-10-14,219,222
AS4567,2013-10-14,142,270
AA1234,2013-10-15,239,215
UA5678,2013-10-15,126,247
DL9012,2013-10-15,153,281
WN789,2013-10-15,122,299
AS4567,2013-10-15,186,213
AA1234,2013-10-16,114,287
UA5678,2013-10-16,161,212
DL9012,2013-10-16,212,234
WN789,2013-10-16,189,231
AS4567,2013-10-16,134,261
AA1234,2013-10-17,205,291
UA5678,2013-10-17,194,226
DL9012,2013-10-17,157,280
WN789,2013-10-17,172,227
AS4567,2013-10-17,242,299
AA1234,2013-10-18,159,300
UA5678,2013-10-18,233,262
DL9012,2013-10-18,103,231
WN789,2013-10-18,221,286
AS4567,2013-10-18,224,261
AA1234,2013-10-19,170,222
UA5678,2013-10-19,240,284
DL9012,2013-10-19,166,213
WN789,2013-10-19,198,289
AS4567,2013-10-19,150,206
AA1234,2013-10-20,184,258
UA5678,2013-10-20,142,257
DL9012,2013-10-20,217,243
WN789,2013-10-20,174,225
AS4567,2013-10-20,227,233
AA1234,2013-10-21,226,271
UA5678,2013-10-21,190,260
DL9012,2013-10-21,245,263
WN789,2013-10-21,220,202
AS4567,2013-10-21,102,289
AA1234,2013-10-22,210,221
UA5678,2013-10-22,221,264
DL9012,2013-10-22,156,239
WN789,2013-10-22,120,213
AS4567,2013-10-22,154,294
AA1234,2013-10-23,130,270
UA5678,2013-10-23,218,251
DL9012,2013-10-23,216,227
WN789,2013-10-23,162,269
AS4567,2013-10-23,126,264
AA1234,2013-10-24,178,203
UA5678,2013-10-24,155,259
DL9012,2013-10-24,195,277
WN789,2013-10-24,105,211
AS4567,2013-10-24,197,222
AA1234,2013-10-25,158,300
UA5678,2013-10-25,132,263
DL9012,2013-10-25,147,222
WN789,2013-10-25,216,286
AS4567,2013-10-25,221,255
AA1234,2013-10-26,127,218
UA5678,2013-10-26,176,208
DL9012,2013-10-26,133,227
WN789,2013-10-26,167,251
AS4567,2013-10-26,104,282
AA1234,2013-10-27,130,200
UA5678,2013-10-27,141,232
DL9012,2013-10-27,121,218
WN789,2013-10-27,191,217
AS4567,2013-10-27,216,201
AA1234,2013-10-28,112,284
UA5678,2013-10-28,217,248
DL9012,2013-10-28,162,204
WN789,2013-10-28,143,202
AS4567,2013-10-28,185,275
AA1234,2013-10-29,122,223
UA5678,2013-10-29,245,279
DL9012,2013-10-29,184,260
WN789,2013-10-29,114,235
AS4567,2013-10-29,167,297
AA1234,2013-10-30,159,244
UA5678,2013-10-30,134,273
DL9012,2013-10-30,133,207
WN789,2013-10-30,110,281
AS4567,2013-10-30,242,231
AA1234,2013-10-31,210,257
UA5678,2013-10-31,246,299
DL9012,2013-10-31,205,262
WN789,2013-10-31,107,242
AS4567,2013-10-31,241,248
AA1234,2013-11-01,188,237
UA5678,2013-11-01,174,264
DL9012,2013-11-01,193,281
WN789,2013-11-01,180,221
AS4567,2013-11-01,241,274
AA1234,2013-11-02,159,292
UA5678,2013-11-02,130,234
DL9012,2013-11-02,233,287
WN789,2013-11-02,173,241
AS4567,2013-11-02,170,223
AA1234,2013-11-03,147,215
UA5678,2013-11-03,134,274
DL9012,2013-11-03,245,295
WN789,2013-11-03,134,298
AS4567,2013-11-03,204,264
AA1234,2013-11-04,168,260
UA5678,2013-11-04,148,288
DL9012,2013-11-04,117,221
WN789,2013-11-04,228,218
AS4567,2013-11-04,237,298
AA1234,2013-11-05,141,239
UA5678,2013-11-05,162,294
DL9012,2013-11-05,247,257
WN789,2013-11-05,107,237
AS4567,2013-11-05,250,253
AA1234,2013-11-06,237,276
UA5678,2013-11-06,128,297
DL9012,2013-11-06,229,239
WN789,2013-11-06,100,243
AS4567,2013-11-06,185,259
AA1234,2013-11-07,161,235
UA5678,2013-11-07,200,201
DL9012,2013-11-07,154,262
WN789,2013-11-07,219,201
AS4567,2013-11-07,122,227
AA1234,2013-11-08,194,212
UA5678,2013-11-08,232,260
DL9012,2013-11-08,100,271
WN789,2013-11-08,234,239
AS4567,2013-11-08,173,249
AA1234,2013-11-09,134,238
UA5678,2013-11-09,100,234
DL9012,2013-11-09,117,211
WN789,2013-11-09,179,232
AS4567,2013-11-09,206,287
AA1234,2013-11-10,196,227
UA5678,2013-11-10,222,300
DL9012,2013-11-10,185,230
WN789,2013-11-10,115,236
AS4567,2013-11-10,226,266
AA1234,2013-11-11,166,289
UA5678,2013-11-11,143,225
DL9012,2013-11-11,164,278
WN789,2013-11-11,191,265
AS4567,2013-11-11,244,203
AA1234,2013-11-12,118,202
UA5678,2013-11-12,142,214
DL9012,2013-11-12,117,266
WN789,2013-11-12,191,278
AS4567,2013-11-12,216,269
AA1234,2013-11-13,144,226
UA5678,2013-11-13,128,217
DL9012,2013-11-13,206,259
WN789,2013-11-13,138,240
AS4567,2013-11-13,199,239
AA1234,2013-11-14,171,296
UA5678,2013-11-14,166,287
DL9012,2013-11-14,200,215
WN789,2013-11-14,200,241
AS4567,2013-11-14,172,257
AA1234,2013-11-15,143,208
UA5678,2013-11-15,195,296
DL9012,2013-11-15,204,209
WN789,2013-11-15,127,243
AS4567,2013-11-15,108,258
AA1234,2013-11-16,110,204
UA5678,2013-11-16,173,218
DL9012,2013-11-16,165,207
WN789,2013-11-16,182,200
AS4567,2013-11-16,147,278
AA1234,2013-11-17,137,293
UA5678,2013-11-17,187,289
DL9012,2013-11-17,176,290
WN789,2013-11-17,124,214
AS4567,2013-11-17,235,211
AA1234,2013-11-18,210,231
UA5678,2013-11-18,161,288
DL9012,2013-11-18,142,289
WN789,2013-11-18,160,209
AS4567,2013-11-18,155,261
AA1234,2013-11-19,214,236
UA5678,2013-11-19,146,278
DL9012,2013-11-19,100,248
WN789,2013-11-19,137,239
AS4567,2013-11-19,153,254
AA1234,2013-11-20,188,300
UA5678,2013-11-20,135,278
DL9012,2013-11-20,101,290
WN789,2013-11-20,152,289
AS4567,2013-11-20,144,274
AA1234,2013-11-21,173,267
UA5678,2013-11-21,162,216
DL9012,2013-11-21,164,294
WN789,2013-11-21,116,249
AS4567,2013-11-21,230,255
AA1234,2013-11-22,176,249
UA5678,2013-11-22,154,299
DL9012,2013-11-22,162,268
WN789,2013-11-22,122,279
AS4567,2013-11-22,147,243
AA1234,2013-11-23,198,282
UA5678,2013-11-23,142,286
DL9012,2013-11-23,145,263
WN789,2013-11-23,230,288
AS4567,2013-11-23,247,233
AA1234,2013-11-24,250,212
UA5678,2013-11-24,242,245
DL9012,2013-11-24,178,258
WN789,2013-11-24,194,300
AS4567,2013-11-24,222,219
AA1234,2013-11-25,116,238
UA5678,2013-11-25,236,236
DL9012,2013-11-25,209,263
WN789,2013-11-25,169,233
AS4567,2013-11-25,229,289
AA1234,2013-11-26,160,275
UA5678,2013-11-26,104,218
DL9012,2013-11-26,174,238
WN789,2013-11-26,234,213
AS4567,2013-11-26,159,201
AA1234,2013-11-27,234,266
UA5678,2013-11-27,155,274
DL9012,2013-11-27,180,217
WN789,2013-11-27,104,242
AS4567,2013-11-27,180,300
AA1234,2013-11-28,150,233
UA5678,2013-11-28,132,242
DL9012,2013-11-28,237,229
WN789,2013-11-28,210,223
AS4567,2013-11-28,182,263
AA1234,2013-11-29,225,203
UA5678,2013-11-29,166,298
DL9012,2013-11-29,127,229
WN789,2013-11-29,190,233
AS4567,2013-11-29,230,229
AA1234,2013-11-30,219,265
UA5678,2013-11-30,201,276
DL9012,2013-11-30,122,238
WN789,2013-11-30,208,300
AS4567,2013-11-30,132,223
AA1234,2013-12-01,133,287
UA5678,2013-12-01,165,209
DL9012,2013-12-01,131,252
WN789,2013-12-01,237,258
AS4567,2013-12-01,169,207
AA1234,2013-12-02,133,258
UA5678,2013-12-02,180,206
DL9012,2013-12-02,131,225
